time,rpm,timing_c1,engine_load,speed,maf,throttle,intake_air_temp,o2_sensor_voltage,o2_sensor_voltage2
1697.4,926,11.0,17.3,5,4.35,10.6,8,0.497,0.115
1698.3,906,11.0,17.4,4,4.41,10.6,8,0.120,0.115
1699.2,907,10.3,17.6,3,4.67,10.6,8,0.089,0.115
1700.1,909,6.5,18.2,1,4.33,10.6,8,0.082,0.113
1701.0,855,8.7,17.8,0,3.92,10.6,8,0.155,0.095
1701.9,792,12.5,16.5,0,3.61,10.6,8,0.290,0.092
1702.8,755,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1703.7,723,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1704.6,723,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1705.5,723,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1706.4,723,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1707.3,723,12.5,16.5,0,3.61,10.6,8,0.670,0.080
1.8,963,10.4,20.0,0,5.32,10.6,19,0.732,0.050
2.7,965,9.8,20.0,0,5.30,10.6,19,0.811,0.050
3.6,967,9.0,20.0,0,5.28,10.6,19,0.604,0.049
4.5,972,9.0,20.0,0,5.28,10.6,19,0.154,0.045
5.4,973,9.1,20.0,0,5.31,10.6,19,0.543,0.045
6.3,969,9.5,20.0,0,5.30,10.6,19,0.542,0.045
7.2,968,9.5,20.0,0,5.28,10.6,19,0.827,0.045
8.1,966,9.5,20.0,0,5.26,10.6,19,0.683,0.045
9.0,969,9.2,20.0,0,5.25,10.6,19,0.235,0.045
9.9,971,9.1,20.0,0,5.28,10.6,19,0.467,0.045
10.8,970,9.5,20.0,0,5.30,10.6,19,0.735,0.045
11.7,971,9.4,20.0,0,5.35,10.6,19,0.822,0.043
12.6,975,9.0,19.6,0,5.32,10.6,19,0.792,0.040
13.5,977,9.0,19.7,0,5.27,10.6,19,0.185,0.040
14.4,979,9.0,20.0,0,5.32,10.6,19,0.350,0.041
15.3,969,9.0,20.0,0,5.34,10.6,19,0.833,0.045
16.2,963,9.0,20.0,0,5.24,10.6,19,0.682,0.045
17.1,977,9.3,20.0,0,5.26,10.6,19,0.467,0.045
18.0,978,9.5,20.0,0,5.31,10.6,19,0.284,0.045
18.9,977,9.5,20.0,0,5.31,10.6,19,0.210,0.045
19.8,979,9.7,20.0,0,5.32,10.6,19,0.851,0.045
20.7,981,10.0,20.0,0,5.34,10.6,19,0.800,0.045
21.6,984,9.8,19.9,0,5.34,10.6,19,0.656,0.045
22.5,986,9.5,19.6,0,5.26,10.6,19,0.603,0.045
23.4,984,9.2,19.6,0,5.28,10.6,19,0.505,0.045
24.3,986,9.0,19.6,0,5.34,10.6,19,0.291,0.045
25.2,990,9.0,19.6,0,5.33,10.6,19,0.105,0.045
26.1,989,9.0,19.6,0,5.32,10.6,20,0.114,0.045
27.0,987,9.0,19.6,0,5.30,10.6,20,0.122,0.045
27.9,993,8.8,19.6,0,5.29,10.6,20,0.220,0.045
28.8,996,8.5,19.6,0,5.32,10.6,20,0.423,0.045
29.7,974,11.0,19.4,0,5.26,10.6,20,0.765,0.045
30.6,975,10.9,19.2,0,5.08,10.6,20,0.839,0.047
31.5,978,10.5,19.2,0,5.08,10.6,20,0.746,0.050
32.4,966,10.3,19.3,0,5.09,10.6,20,0.135,0.045
33.3,954,10.0,19.6,0,5.11,10.6,20,0.119,0.045
34.2,953,9.5,19.6,0,5.12,10.6,20,0.104,0.045
35.1,951,9.5,19.6,0,5.14,10.6,20,0.365,0.047
36.0,941,9.5,20.0,0,5.12,10.6,20,0.745,0.050
36.9,939,9.6,20.0,0,5.08,10.6,20,0.798,0.050
37.8,929,10.0,20.0,0,5.09,10.6,20,0.869,0.050
38.7,930,10.0,20.0,0,5.10,10.6,20,0.657,0.048
39.6,945,10.3,20.0,0,5.11,10.6,20,0.365,0.045
40.5,942,10.4,20.0,0,5.13,10.6,20,0.232,0.045
41.4,933,10.0,20.0,0,5.14,10.6,20,0.147,0.045
42.3,932,9.9,19.9,0,5.16,10.6,20,0.650,0.048
43.2,930,9.5,19.6,0,5.04,10.6,20,0.588,0.050
44.1,924,9.5,19.6,0,4.92,10.6,20,0.383,0.050
45.0,918,9.5,19.6,0,4.93,10.6,20,0.534,0.050
45.9,912,9.7,19.7,0,4.92,10.6,20,0.864,0.050
46.8,907,10.0,20.0,0,4.91,10.6,20,0.870,0.050
47.7,906,10.0,20.0,0,4.92,10.6,20,0.822,0.050
48.6,907,9.9,19.9,0,4.93,10.6,20,0.097,0.047
49.5,911,9.5,19.6,0,4.91,10.6,20,0.250,0.046
50.4,910,9.7,19.7,0,4.89,10.6,20,0.740,0.050
51.3,910,10.0,20.0,0,4.92,10.6,20,0.774,0.048
52.2,911,10.0,20.0,0,4.91,10.6,20,0.801,0.045
53.1,910,9.8,20.0,0,4.89,10.6,20,0.140,0.048
54.0,908,9.0,19.6,0,4.90,10.6,20,0.358,0.050
54.9,916,9.0,19.6,0,4.86,10.6,20,0.840,0.050
55.8,918,9.1,19.6,0,4.67,10.6,20,0.499,0.048
56.7,906,10.0,19.4,0,4.69,10.6,20,0.095,0.045
57.6,904,9.9,19.3,0,4.78,10.6,20,0.524,0.047
58.5,900,9.5,19.6,0,4.77,10.6,20,0.823,0.050
59.4,898,9.8,19.6,0,4.76,10.6,20,0.834,0.050
60.3,895,10.5,19.6,0,4.79,10.6,20,0.601,0.049
61.2,896,10.0,19.6,0,4.80,10.6,20,0.146,0.045
62.1,897,9.5,19.6,0,4.77,10.6,20,0.124,0.047
63.0,905,8.5,19.6,0,4.79,10.6,20,0.116,0.050
63.9,897,8.9,19.7,0,4.82,10.6,20,0.814,0.050
64.8,881,10.0,20.0,0,4.82,10.6,20,0.645,0.049
65.7,894,9.4,19.9,0,4.82,10.6,20,0.138,0.045
66.6,906,8.5,19.6,0,4.83,10.6,20,0.116,0.046
67.5,904,9.0,19.6,0,4.82,10.6,20,0.081,0.050
68.4,902,9.1,19.6,0,4.81,10.6,20,0.478,0.050
69.3,897,9.5,19.6,0,4.75,10.6,20,0.741,0.050
70.2,874,10.6,19.2,0,4.60,10.6,20,0.865,0.050
71.1,850,11.7,18.8,0,4.24,10.6,20,0.825,0.050
72.0,785,12.5,18.4,0,4.00,10.6,20,0.756,0.049
72.9,746,12.5,18.5,0,3.76,10.6,20,0.625,0.040
73.8,711,12.5,18.8,0,3.66,10.6,20,0.473,0.041
74.7,718,11.2,18.6,0,3.64,10.6,20,0.206,0.045
75.6,714,10.0,18.4,0,3.62,10.6,20,0.134,0.045
76.5,708,10.5,18.8,0,3.62,10.6,20,0.192,0.045
77.4,701,10.3,18.8,0,3.63,10.6,20,0.784,0.045
78.3,694,10.0,18.8,0,3.61,10.6,20,0.603,0.043
79.2,708,9.2,18.8,0,3.59,10.6,20,0.078,0.035
80.1,704,8.0,18.8,0,3.64,10.6,20,0.311,0.037
81.0,692,8.8,18.8,0,3.63,10.6,20,0.864,0.045
81.9,689,10.0,18.8,0,3.62,10.6,20,0.662,0.045
82.8,691,10.0,18.9,0,3.60,10.6,20,0.232,0.045
83.7,688,10.0,19.2,0,3.63,10.6,20,0.487,0.045
84.6,685,10.0,19.6,0,3.62,10.6,20,0.854,0.045
85.5,686,9.9,19.6,0,3.63,10.6,20,0.169,0.047
86.4,694,9.5,19.2,0,3.64,10.6,20,0.279,0.050
87.3,691,9.7,19.3,0,3.66,10.6,20,0.829,0.045
88.2,689,10.0,19.6,0,3.65,10.6,20,0.658,0.045
89.1,688,10.0,19.4,0,3.64,10.6,20,0.086,0.045
90.0,687,9.9,19.2,0,3.65,10.6,20,0.445,0.045
90.9,685,9.0,19.6,0,3.66,10.6,20,0.757,0.045
91.8,688,9.2,19.6,0,3.69,10.6,20,0.834,0.045
92.7,695,9.5,19.6,0,3.67,10.6,20,0.634,0.045
93.6,694,9.5,19.6,0,3.66,10.6,20,0.071,0.045
94.5,694,9.5,19.6,0,3.68,10.6,20,0.070,0.045
1.8,702,10.4,18.8,0,3.68,10.6,27,0.040,0.030
2.7,704,9.9,18.8,0,3.70,10.6,27,0.040,0.030
3.6,709,10.0,18.8,0,3.71,10.6,27,0.040,0.032
4.5,715,10.0,18.8,0,3.71,10.6,27,0.041,0.035
5.4,715,9.9,18.8,0,3.72,10.6,27,0.044,0.030
6.3,713,9.5,18.8,0,3.67,10.6,27,0.044,0.030
7.2,712,9.3,18.8,0,3.67,10.6,27,0.040,0.030
8.1,712,9.0,18.8,0,3.67,10.6,27,0.042,0.030
9.0,713,9.5,18.8,0,3.66,10.6,27,0.045,0.030
9.9,708,9.9,18.9,0,3.64,10.6,27,0.040,0.030
10.8,704,10.5,19.2,0,3.71,10.6,27,0.042,0.030
11.7,714,9.5,19.0,0,3.69,10.6,27,0.045,0.030
12.6,712,9.6,18.8,0,3.64,10.6,27,0.045,0.030
13.5,706,10.0,18.8,0,3.66,10.6,27,0.045,0.030
14.4,704,10.2,18.8,0,3.67,10.6,27,0.045,0.030
15.3,704,10.4,18.8,0,3.67,10.6,27,0.045,0.030
16.2,707,10.0,19.2,0,3.66,10.6,27,0.045,0.030
17.1,705,10.1,19.2,0,3.65,10.6,27,0.050,0.030
18.0,700,10.5,19.2,0,3.66,10.6,27,0.049,0.030
18.9,707,10.2,19.1,0,3.68,10.6,27,0.045,0.030
19.8,716,9.5,18.8,0,3.69,10.6,27,0.046,0.031
20.7,712,9.5,18.8,0,3.69,10.6,27,0.050,0.035
21.6,709,9.5,18.8,0,3.71,10.6,27,0.048,0.034
22.5,713,9.5,18.8,0,3.71,10.6,27,0.045,0.030
23.4,712,9.6,18.8,0,3.69,10.6,27,0.045,0.030
24.3,708,10.0,18.8,0,3.69,10.6,27,0.045,0.030
25.2,711,9.9,18.8,0,3.70,10.6,27,0.055,0.030
26.1,716,9.5,18.8,0,3.67,10.6,27,0.054,0.030
27.0,714,9.5,18.8,0,3.64,10.6,27,0.050,0.035
27.9,712,9.5,18.8,0,3.64,10.6,27,0.047,0.033
28.8,710,10.0,18.8,0,3.62,10.6,27,0.044,0.030
29.7,708,9.8,18.8,0,3.60,10.6,27,0.040,0.030
30.6,705,9.5,18.8,0,3.61,10.6,27,0.042,0.030
31.5,704,9.8,18.8,0,3.63,10.6,27,0.045,0.030
32.4,702,10.1,18.8,0,3.69,10.6,27,0.048,0.030
33.3,695,11.0,19.2,0,3.66,10.6,27,0.050,0.030
34.2,700,10.7,19.1,0,3.64,10.6,27,0.050,0.030
35.1,706,10.0,18.8,0,3.67,10.6,27,0.048,0.030
36.0,714,9.1,18.8,0,3.66,10.6,27,0.045,0.030
36.9,713,8.9,18.8,0,3.62,10.6,27,0.045,0.032
37.8,712,10.0,18.8,0,3.62,10.6,27,0.045,0.035
38.7,715,9.6,18.8,0,3.61,10.6,27,0.045,0.030
39.6,716,9.0,18.8,0,3.63,10.6,27,0.047,0.030
40.5,705,10.0,18.8,0,3.64,10.6,27,0.051,0.030
41.4,706,10.0,18.8,0,3.64,10.6,27,0.055,0.030
42.3,708,10.0,18.8,0,3.63,10.6,27,0.052,0.031
43.2,711,9.6,18.8,0,3.63,10.6,27,0.045,0.035
44.1,711,9.0,18.8,0,3.65,10.6,27,0.045,0.035
45.0,696,10.0,18.8,0,3.64,10.6,27,0.046,0.035
45.9,701,9.6,18.8,0,3.63,10.6,27,0.050,0.030
46.8,705,9.1,18.8,0,3.63,10.6,27,0.055,0.032
47.7,710,9.5,18.8,0,3.62,10.6,27,0.059,0.035
48.6,708,9.8,18.9,0,3.60,10.6,27,0.045,0.035
49.5,704,10.5,19.2,0,3.67,10.6,27,0.046,0.035
50.4,703,10.1,19.1,0,3.67,10.6,27,0.050,0.035
51.3,704,9.5,18.8,0,3.64,10.6,27,0.052,0.035
52.2,708,10.0,18.8,0,3.65,10.6,27,0.055,0.035
53.1,708,9.8,18.8,0,3.66,10.6,27,0.050,0.035
54.0,708,9.5,18.8,0,3.61,10.6,27,0.050,0.035
54.9,713,9.0,18.6,0,3.62,10.6,27,0.050,0.035
55.8,711,9.0,18.5,0,3.63,10.6,27,0.045,0.035
56.7,708,9.0,18.8,0,3.63,10.6,27,0.047,0.035
57.6,706,9.2,18.8,0,3.62,10.6,27,0.055,0.035
58.5,705,9.5,18.8,0,3.59,10.6,27,0.051,0.035
59.4,706,9.5,18.8,0,3.58,10.6,26,0.045,0.035
60.3,704,9.6,18.8,0,3.56,10.6,27,0.048,0.035
61.2,701,10.0,18.8,0,3.57,10.6,27,0.049,0.034
62.1,701,10.2,18.8,0,3.59,10.6,26,0.045,0.030
63.0,701,10.5,18.8,0,3.64,10.6,26,0.047,0.030
63.9,710,9.5,18.8,0,3.61,10.6,26,0.050,0.030
64.8,707,9.6,18.8,0,3.57,10.6,26,0.050,0.033
65.7,702,10.0,18.8,0,3.62,10.6,26,0.050,0.034
66.6,702,10.0,18.8,0,3.62,10.6,26,0.050,0.030
67.5,702,10.0,18.8,0,3.61,10.6,26,0.050,0.030
68.4,702,9.5,18.8,0,3.62,10.6,26,0.050,0.030
69.3,705,9.4,18.8,0,3.65,10.6,26,0.050,0.032
70.2,714,9.0,18.4,0,3.63,10.6,26,0.050,0.035
71.1,710,9.5,18.5,0,3.61,10.6,26,0.055,0.035
72.0,704,10.5,18.8,0,3.60,10.6,26,0.052,0.034
72.9,704,9.5,18.8,0,3.60,10.6,26,0.045,0.030
73.8,704,9.5,18.8,0,3.61,10.6,26,0.045,0.032
74.7,706,9.5,18.8,0,3.59,10.6,26,0.045,0.035
75.6,707,9.4,18.8,0,3.56,10.6,26,0.045,0.035
76.5,708,9.0,18.8,0,3.67,10.6,26,0.047,0.035
77.4,711,9.0,18.6,0,3.64,10.6,26,0.050,0.035
78.3,708,9.2,18.5,0,3.57,10.6,26,0.050,0.035
79.2,703,10.0,18.8,0,3.60,10.6,26,0.050,0.035
80.1,704,9.8,18.8,0,3.64,10.6,26,0.050,0.030
81.0,705,9.5,18.8,0,3.57,10.6,26,0.050,0.032
81.9,707,9.5,18.6,0,3.59,10.6,26,0.050,0.035
82.8,709,9.5,18.5,0,3.64,10.6,26,0.045,0.035
83.7,711,9.5,18.8,0,3.60,10.6,26,0.049,0.035
84.6,707,9.5,18.8,0,3.61,10.6,26,0.055,0.035
85.5,708,9.5,18.8,0,3.64,10.6,26,0.050,0.033
86.4,711,9.5,18.8,0,3.62,10.6,26,0.052,0.030
87.3,711,9.5,18.7,0,3.59,10.6,26,0.060,0.035
88.2,711,9.5,18.4,0,3.58,10.6,26,0.055,0.035
89.1,703,9.8,18.6,0,3.58,10.6,26,0.045,0.035
90.0,705,9.9,18.8,0,3.59,10.6,26,0.050,0.033
90.9,711,9.5,18.8,0,3.59,10.6,26,0.050,0.030
91.8,708,9.7,18.8,0,3.60,10.6,26,0.055,0.033
92.7,703,10.5,18.8,0,3.62,10.6,26,0.054,0.034
93.6,709,9.8,18.7,0,3.63,10.6,26,0.050,0.030
94.5,714,9.0,18.4,0,3.57,10.6,26,0.052,0.032
95.4,711,9.5,18.4,0,3.57,10.6,26,0.055,0.035
96.3,711,9.5,18.5,0,3.58,10.6,26,0.050,0.035
97.2,710,9.5,18.8,0,3.61,10.6,26,0.050,0.035
98.1,710,9.5,18.7,0,3.63,10.6,26,0.050,0.035
99.0,710,9.5,18.4,0,3.60,10.6,26,0.050,0.035
99.9,705,9.8,18.6,0,3.60,10.6,26,0.050,0.035
100.8,705,10.0,18.8,0,3.60,10.6,26,0.050,0.035
101.7,704,10.0,18.8,0,3.60,10.6,26,0.049,0.035
102.6,702,10.0,18.8,0,3.60,10.6,26,0.045,0.030
103.5,699,10.0,18.8,0,3.58,10.6,26,0.047,0.030
104.4,703,9.8,18.7,0,3.57,10.6,26,0.055,0.035
105.3,707,9.5,18.4,0,3.60,10.6,26,0.051,0.035
106.2,713,8.9,18.6,0,3.60,10.6,26,0.045,0.035
107.1,714,8.6,18.8,0,3.59,10.6,26,0.055,0.035
108.0,715,9.0,18.4,0,3.61,10.6,26,0.054,0.035
108.9,709,9.5,18.5,0,3.64,10.6,26,0.045,0.035
109.8,701,10.5,18.8,0,3.62,10.6,26,0.046,0.035
110.7,718,9.8,18.7,0,3.60,10.6,26,0.050,0.035
111.6,717,9.0,18.4,0,3.60,10.6,26,0.050,0.035
112.5,711,9.5,18.6,0,3.61,10.6,26,0.050,0.035
113.4,708,9.6,18.8,0,3.62,10.6,26,0.055,0.035
114.3,703,10.0,18.8,0,3.64,10.6,26,0.054,0.035
115.2,706,9.8,18.8,0,3.65,10.6,26,0.050,0.035
116.1,710,9.6,18.8,0,3.61,10.6,26,0.052,0.035
117.0,715,10.5,18.4,0,3.62,10.6,26,0.055,0.035
117.9,714,10.2,18.4,0,3.63,10.6,26,0.050,0.035
118.8,712,9.5,18.8,0,3.61,10.6,26,0.051,0.035
119.7,710,9.8,18.6,0,3.60,10.6,26,0.055,0.035
120.6,709,9.9,18.4,0,3.62,10.6,26,0.055,0.035
121.5,711,9.5,18.4,0,3.59,10.6,26,0.055,0.035
122.4,708,9.5,18.4,0,3.56,10.6,26,0.055,0.035
123.3,705,9.5,18.4,0,3.57,10.6,26,0.054,0.035
124.2,706,9.3,18.5,0,3.58,10.6,26,0.050,0.035
125.1,704,9.1,18.8,0,3.63,10.6,26,0.052,0.035
126.0,698,10.5,18.8,0,3.61,10.6,26,0.055,0.035
126.9,705,10.1,18.8,0,3.58,10.6,26,0.055,0.035
127.8,711,9.5,18.8,0,3.57,10.6,26,0.057,0.035
128.7,709,9.5,18.8,0,3.57,10.6,26,0.060,0.035
129.6,710,9.5,18.8,0,3.58,10.6,26,0.060,0.035
130.5,712,9.5,18.5,0,3.60,10.6,26,0.059,0.035
131.4,709,9.3,18.5,0,3.64,10.6,26,0.050,0.035
132.3,705,9.0,18.8,0,3.66,10.6,26,0.053,0.035
133.2,702,9.4,18.8,0,3.65,10.6,26,0.060,0.035
134.1,703,10.0,18.8,0,3.59,10.6,26,0.058,0.035
135.0,711,9.7,18.6,0,3.59,10.6,26,0.055,0.035
135.9,711,9.4,18.4,0,3.60,10.6,26,0.053,0.035
136.8,711,9.0,18.8,0,3.60,10.6,26,0.050,0.035
137.7,711,9.1,18.7,0,3.60,10.6,26,0.055,0.035
138.6,712,9.5,18.4,0,3.62,10.6,26,0.054,0.035
139.5,702,9.9,18.7,0,3.64,10.6,26,0.050,0.035
140.4,690,10.4,19.6,0,3.66,10.6,26,0.050,0.034
141.3,681,8.0,22.0,0,5.05,11.7,26,0.055,0.030
142.2,1004,10.6,22.6,0,7.62,15.7,26,0.174,0.035
143.1,1725,21.5,13.3,0,8.60,15.2,26,0.274,0.040
144.0,1714,21.5,13.2,1,9.15,14.5,26,0.753,0.045
144.9,1592,21.4,12.9,3,5.52,12.7,26,0.794,0.046
145.8,817,9.0,28.7,3,7.32,12.1,26,0.843,0.050
146.7,968,10.2,36.9,3,10.93,14.9,26,0.513,0.053
147.6,1219,13.5,16.1,4,4.32,13.0,26,0.410,0.052
148.5,999,13.1,24.7,4,5.28,10.6,26,0.045,0.025
149.4,822,12.5,45.4,2,15.43,14.2,26,0.047,0.028
150.3,1579,14.7,43.1,1,15.63,17.2,25,0.050,0.040
151.2,1588,17.4,38.6,0,16.20,16.5,25,0.492,0.130
152.1,1606,21.5,21.6,4,13.11,15.8,25,0.900,0.270
153.0,1530,21.0,21.9,7,9.03,14.5,25,0.738,0.154
153.9,1413,20.0,22.7,9,4.37,12.5,25,0.769,0.082
154.8,1219,18.8,26.5,9,5.92,11.0,25,0.844,0.135
155.7,1316,17.6,32.5,10,15.47,16.5,25,0.849,0.108
156.6,1788,18.5,31.0,12,15.30,16.5,25,0.855,0.060
157.5,1895,20.2,28.2,15,14.93,16.5,25,0.832,0.068
158.4,2079,26.0,14.1,18,10.45,14.7,25,0.854,0.073
159.3,1972,24.4,13.6,18,6.52,12.5,25,0.904,0.060
160.2,1855,22.4,13.1,18,6.63,12.9,25,0.761,0.056
161.1,1715,22.0,22.4,18,8.78,13.9,25,0.584,0.050
162.0,1810,22.2,23.1,17,12.33,16.1,25,0.179,0.053
162.9,1995,23.0,29.4,17,14.51,16.5,25,0.265,0.068
163.8,2112,24.5,27.2,17,17.43,17.3,25,0.917,0.304
164.7,2272,28.0,18.4,20,14.12,16.4,25,0.888,0.286
165.6,2252,28.0,18.4,20,11.35,15.3,25,0.749,0.135
166.5,2240,28.0,18.4,20,11.53,15.3,25,0.818,0.176
167.4,2291,28.7,18.4,20,11.58,15.3,25,0.899,0.285
168.3,2304,29.0,18.4,20,11.60,15.3,25,0.859,0.285
169.2,2314,29.1,18.4,21,11.50,15.3,25,0.845,0.258
170.1,2307,29.5,19.2,21,11.83,15.4,25,0.827,0.219
171.0,2327,29.7,19.1,21,12.19,15.7,25,0.814,0.359
171.9,2258,29.5,18.8,21,12.16,10.6,25,0.516,0.290
172.8,1561,19.5,25.9,21,12.31,11.1,25,0.060,0.105
173.7,1531,19.7,32.1,22,12.63,14.1,25,0.545,0.177
174.6,1427,20.5,20.4,23,10.22,13.8,25,0.905,0.260
175.5,1412,20.5,20.5,23,7.79,13.3,25,0.884,0.095
176.4,1393,20.5,20.8,23,8.06,13.5,25,0.774,0.110
177.3,1382,20.5,21.0,23,7.96,13.4,25,0.610,0.150
178.2,1382,20.4,20.6,23,7.68,12.2,25,0.756,0.131
179.1,1376,20.0,12.2,23,6.15,11.6,25,0.778,0.105
180.0,1300,16.5,12.5,23,4.46,10.6,25,0.035,0.108
180.9,1171,11.0,13.3,22,4.39,10.6,25,0.026,0.085
181.8,828,9.9,17.4,19,4.39,10.6,25,0.071,0.035
182.7,829,10.7,19.5,16,4.39,10.6,25,0.838,0.035
183.6,830,12.5,19.2,13,4.37,10.6,25,0.605,0.039
184.5,823,14.8,20.4,11,4.46,10.6,25,0.115,0.050
185.4,953,17.0,21.4,9,4.67,10.6,25,0.510,0.168
186.3,1286,19.5,19.6,8,5.71,12.1,25,0.821,0.325
187.2,1227,17.2,24.2,8,7.39,14.9,25,0.340,0.193
188.1,1208,13.1,39.2,9,12.74,15.7,25,0.346,0.105
189.0,1656,20.5,32.6,11,12.12,15.5,25,0.355,0.050
189.9,1731,21.3,25.5,13,10.87,14.9,25,0.258,0.055
190.8,1870,23.5,18.4,16,10.15,14.7,25,0.414,0.069
191.7,1913,23.7,18.3,17,9.55,14.5,25,0.909,0.110
192.6,1926,23.5,18.0,18,9.48,14.5,25,0.523,0.096
193.5,1796,15.5,13.2,18,7.57,13.6,25,0.084,0.070
194.4,1635,17.1,11.0,17,5.01,11.4,25,0.035,0.050
195.3,1427,20.0,12.9,15,5.27,11.6,25,0.350,0.102
196.2,1285,20.0,15.5,14,6.13,12.2,25,0.908,0.275
197.1,1320,20.0,18.4,12,8.31,13.7,25,0.787,0.293
198.0,1392,20.0,22.4,12,8.47,13.8,25,0.725,0.315
198.9,1471,20.5,21.8,12,8.59,14.1,25,0.105,0.197
199.8,1592,21.5,19.6,14,6.53,13.2,25,0.300,0.110
200.7,1570,21.1,17.4,14,6.42,12.2,25,0.919,0.110
201.6,1523,20.5,13.3,14,5.67,11.9,25,0.916,0.178
202.5,1368,20.0,21.8,13,8.06,13.2,25,0.803,0.311
203.4,1570,19.4,30.0,12,11.98,16.1,25,0.090,0.115
204.3,1832,18.5,38.8,14,20.00,17.2,25,0.415,0.144
205.2,2280,24.3,26.9,17,17.03,17.5,25,0.881,0.220
206.1,2291,27.5,16.9,20,10.81,15.3,25,0.763,0.215
207.0,2307,27.5,14.9,21,9.75,14.8,25,0.765,0.210
1.8,1113,13.5,22.7,0,0.9,10.6,75,0.499,0.173
2.7,1112,12.5,22.7,0,0.9,10.6,75,0.215,0.160
3.6,1112,12.5,22.7,0,0.9,10.6,75,0.347,0.166
4.5,1118,12.1,22.7,0,0.9,10.6,75,0.554,0.185
5.4,1122,12.2,22.7,0,0.9,10.6,75,0.810,0.172
6.3,1129,13.0,22.7,0,0.9,10.6,75,0.712,0.157
7.2,1421,17.4,22.4,0,0.9,10.6,75,0.202,0.139
8.1,1718,24.9,21.6,0,0.9,10.6,75,0.161,0.181
9.0,1233,17.7,21.8,0,1.0,11.7,75,0.235,0.329
9.9,1570,15.8,21.1,0,1.2,14.8,75,0.886,0.313
10.8,2123,23.8,14.0,0,1.1,12.9,75,0.639,0.261
11.7,1444,17.9,17.9,0,0.9,10.6,75,0.061,0.097
12.6,1098,12.7,23.0,0,0.9,10.6,75,0.463,0.117
13.5,1137,13.5,22.0,0,0.9,10.6,75,0.588,0.140
14.4,1132,13.3,22.1,0,0.9,10.6,75,0.111,0.141
15.3,1126,13.0,22.4,0,0.9,10.6,75,0.132,0.143
16.2,1123,12.7,22.4,0,0.9,10.6,75,0.219,0.156
17.1,1122,12.5,22.4,0,0.9,10.6,75,0.256,0.161
18.0,1114,12.5,22.4,0,0.9,10.6,75,0.326,0.175
18.9,1112,12.6,22.4,0,0.9,10.6,75,0.605,0.175
19.8,1107,13.0,22.4,0,0.9,10.6,75,0.769,0.175
20.7,1111,12.6,22.4,0,0.9,10.6,75,0.216,0.164
21.6,1118,11.5,22.4,0,0.9,10.6,75,0.188,0.156
22.5,1116,11.8,22.4,0,0.9,10.6,75,0.153,0.160
23.4,1113,12.1,22.4,0,0.9,10.6,75,0.344,0.181
24.3,1108,12.5,22.4,0,0.9,10.6,75,0.556,0.210
25.2,1109,12.5,22.4,0,0.9,10.6,75,0.730,0.179
26.1,1111,12.5,22.4,0,0.9,10.6,75,0.554,0.158
27.0,1125,12.2,22.2,0,0.9,10.6,75,0.169,0.150
27.9,1117,12.0,22.0,0,0.9,10.6,75,0.284,0.177
28.8,1092,12.0,22.2,0,0.9,10.6,75,0.454,0.220
29.7,1084,12.5,23.3,0,0.9,10.6,73,0.853,0.206
30.6,1070,14.0,27.5,0,1.5,13.6,73,0.874,0.219
31.5,1334,15.6,32.7,0,2.1,17.2,73,0.919,0.328
32.4,1476,17.4,41.5,1,2.2,14.1,73,0.925,0.342
33.3,1209,15.0,36.6,2,1.9,14.1,73,0.893,0.360
34.2,1164,14.5,31.5,4,1.4,14.1,73,0.690,0.352
35.1,1105,13.5,25.5,5,0.9,12.4,73,0.519,0.354
36.0,1064,13.8,24.9,4,0.9,10.8,73,0.087,0.349
36.9,1283,14.7,23.9,3,0.9,13.7,73,0.061,0.311
37.8,1969,19.9,35.9,1,1.7,15.1,73,0.265,0.279
38.7,1508,16.7,38.9,1,2.3,17.3,73,0.929,0.383
39.6,1116,12.3,33.3,3,1.1,12.2,73,0.907,0.363
40.5,1149,18.9,29.7,4,1.2,12.6,73,0.757,0.314
41.4,1209,17.6,28.9,4,1.4,13.3,73,0.203,0.111
42.3,1285,15.7,31.7,5,1.5,14.1,73,0.526,0.099
43.2,1353,16.5,30.5,6,1.5,14.2,73,0.808,0.081
44.1,1598,18.5,29.3,7,1.6,14.5,73,0.284,0.106
45.0,1894,22.0,25.9,9,1.7,14.7,73,0.359,0.109
45.9,2131,25.7,23.9,10,1.6,14.5,73,0.556,0.131
46.8,2215,29.5,20.8,12,0.9,11.0,73,0.319,0.127
47.7,1467,20.4,21.2,13,1.0,11.5,73,0.082,0.120
48.6,1599,20.9,20.5,14,1.2,12.9,73,0.933,0.324
49.5,1793,22.0,13.4,17,1.0,11.8,73,0.640,0.374
50.4,1944,20.2,12.9,18,0.9,10.6,73,0.027,0.115
51.3,1979,18.6,12.1,20,0.9,10.6,73,0.012,0.089
52.2,2062,19.0,11.5,20,0.8,10.6,73,0.000,0.049
53.1,2098,19.4,11.3,21,0.8,10.6,73,0.005,0.036
54.0,2137,20.0,11.1,22,0.8,10.6,73,0.000,0.034
54.9,2175,20.0,11.5,23,0.8,10.6,73,0.002,0.031
55.8,2054,19.5,12.2,23,0.8,10.6,73,0.002,0.032
